R00001  Polyphosphate polyphosphohydrolase
R01908  oxalyl-CoA carboxy-lyase (formyl-CoA-forming)
R01909  ATP:pyridoxine 5'-phosphotransferase
R01910  Primary alcohol:(acceptor) oxidoreductase
R01911  pyridoxine-5'-phosphate phosphohydrolase
R01912  UDP-glucose:pyridoxine 5'-O-beta-D-glucosyltransferase
R01913  Pyridoxine <=> 1-Deoxy-D-xylulose + 4-Hydroxy-L-threonine
R01914  Spermidine:(acceptor) oxidoreductase
R01915  Spermidine:(acceptor) oxidoreductase
R01917  gamma-L-glutamyl-L-cysteinyl-glycine:spermidine ligase (ADP-forming)
R01918  gamma-L-glutamyl-L-cysteinyl-glycine:spermidine amidase
R01919  Spermidine:putrescine 4-aminobutyltransferase (propane-1,3-diamine-forming)
R01920  S-adenosylmethioninamine:putrescine 3-aminopropyltransferase
R01921  (S)-Carnitine:NAD+ oxidoreductase
R01922  L-Carnitinamide amidohydrolase
R01923  Palmitoyl-CoA:L-carnitine O-palmitoyltransferase
R01924  O-Acylcarnitine acylhydrolase
R01925  L-carnitine hydro-lyase [4-(trimethylammonio)but-2-enoate-forming]
R01926  ATP:sphingosine 1-phosphotransferase; sphingosine kinase
R01928  UDP-galactose:sphingosine 1-beta-galactosyltransferase
R01929  CDP-choline:sphingosine cholinephosphotransferase
R01930  Trithionate thiosulfohydrolase
R01931  thiosulfate:cyanide sulfurtranserase
R01932  2-hydroxyadipate:NAD+ 2-oxidoreductase
R01933  2-oxoadipate dehydrogenase complex
R01934  (1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate:NAD+ oxidoreductase (decarboxylating)
R01936  (1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate:NAD+ oxidoreductase (decarboxylating)
R01937  2-Oxoadipate + NH3 + NAD+ <=> 2-Aminomuconate + NADH + H+ + H2O
R01938  2-Oxoadipate + NH3 + NADP+ <=> 2-Aminomuconate + NADPH + H+ + H2O
R01939  L-2-aminoadipate:2-oxoglutarate aminotransferase
R01940  2-Oxoadipate:lipoamde 2-oxidoreductase(decarboxylating and acceptor-succinylating)
R01941  Caffeic aldehyde:NADP+ oxidoreductase (CoA-caffeoylating)
R01942  S-Adenosyl-L-methionine:caffeoyl-CoA 3-O-methyltransferase
R01943  Caffeate:CoA ligase (AMP-forming); 3,4-Dihydroxy-trans-cinnamate:CoA ligase (AMP-forming)
R01944  Caffeoyl-CoA:putrescine N-(3,4-dihydroxycinnamoyl)transferase
R01945  Caffeoyl-CoA:quinate O-(3,4-dihydroxycinnamoyl)transferase
R01946  Caffeoyl-CoA:isocitrate 3-O-(3,4-dihydroxycinnamoyl)transferase
R01951  GTP:beta-L-fucose-1-phosphate guanylyltransferase
R01952  Palmitoyl-CoA:glycoprotein N-palmitoyltransferase
R01953  Glycoprotein <=> CMP-N-glycoloylneuraminate
R01954  L-Citrulline:L-aspartate ligase (AMP-forming)
R01956  L-Kynurenine:2-oxoglutarate aminotransferase
R01957  L-Kynurenine:glyoxylote aminotransferase (cyclizing)
R01959  N-Formyl-L-kynurenine amidohydrolase
R01960  L-Kynurenine,NADPH:oxygen oxidoreductase (3-hydroxylating)
R01961  ATP:D-glucosamine 6-phosphotransferase
R01962  D-glucosamine:oxygen 1-oxidoreductase
R01963  N-Sulfo-D-glucosamine sulfohydrolase
R01964  ITP:D-glucosamine 6-phosphotransferase
R01965  dATP:D-glucosamine 6-phosphotransferase
R01966  beta-D-glucosaminide glucosaminohydrolase
R01967  ATP:deoxyguanosine 5'-phosphotransferase
R01968  2'-Deoxyguanosine 5'-monophosphate phosphohydrolase
R01969  Deoxyguanosine:orthophosphate ribosyltransferase
R01971  Indolelactate:NAD+ oxidoreductase
R01972  S-Adenosyl-L-methionine:indolepyruvate C-methyltransferase
R01973  S-Adenosyl-L-methionine:(indol-3-yl)pyruvate C-methyltransferase
R01974  3-(indol-3-yl)pyruvate carboxy-lyase [(2-indol-3-yl)acetaldehyde-forming]
R01975  (S)-3-Hydroxybutanoyl-CoA:NAD+ oxidoreductase
R01976  (S)-3-Hydroxybutanoyl-CoA:NADP+ oxidoreductase
R01977  (R)-3-Hydroxybutanoyl-CoA:NADP+ oxidoreductase
R01978  acetyl-CoA:acetoacetyl-CoA C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)
R01980  ATP:D-galacturonate 1-phosphotransferase
R01981  uronate:NAD+ 1-oxidoreductase; D-galacturonate:NAD+ 1-oxidoreductase
R01982  Poly(1,4-alpha-D-galacturonate) galacturonohydrolase
R01983  D-Galacturonate aldose-ketose-isomerase
R01984  D-Galacturonate <=> D-Galacturonolactone + H2O
R01986  4-Aminobutyraldehyde:NAD+ oxidoreductase
R01987  4-acetamidobutanoate amidohydrolase
R01989  L-Arginine:4-aminobutanoate amidinotransferase
R01990  4-Guanidinobutanoate amidinohydrolase
R01991  L-Histidine:4-aminobutanoate ligase (AMP-forming)
R01992  alpha-Aminobutyryl histidine hydrolase
R01993  (S)-dihydroorotate amidohydrolase
R01994  UDPglucose:lipopolysaccharide glucosyltransferase
R01995  UDPglucose:arylamine N-D-glucosyltransferase
R01996  UDP-N-acetyl-D-glucosamine:lipopolysaccharide N-acetylglucosaminyltransferase
R01997  UDPgalactose:lipopolysaccharide 3-alpha-D-galactosyltransferase
R01998  long-chain-alcohol:NAD+ oxidoreductase
R01999  Acyl-CoA:long-chain-alcohol O-acyltransferase
R02000  Rubredoxin:NAD+ oxidoreductase
R02002  Reduced rubredoxin:NADP+ oxidoreductase
R02003  Geranyl-diphosphate:isopentenyl-diphosphate geranyltrans-transferase
R02004  geranyl-diphosphate diphosphate-lyase [cyclizing, (-)-endo-fenchol-forming]
R02006  Geranyl-diphosphate diphosphate-lyase (cyclizing, sabinene-hydrate-forming)
R02007  (+)-Bornyl-diphosphate lyase (decyclizing)
R02008  10-Oxogeranial <=> Iridodial
R02009  geranyldiphosphate diphosphate-lyase (myrcene-forming)
R02010  geranyl-diphosphate diphosphate-lyase (cyclizing, terpinolene-forming)
R02011  geranyl-diphosphate diphosphate-lyase (cyclizing, Comphene-forming)
R02012  geranyldiphosphate diphosphate lyase (pinene forming)
R02013  geranyl-diphosphate diphosphate-lyase [cyclizing; (4S)-limonene-forming]
R02014  2'-Deoxyadenosine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase
R02016  NADPH:oxidized-thioredoxin oxidoreductase
R02017  2'-Deoxyadenosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase
R02018  2'-Deoxyuridine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase
R02019  2'-Deoxyguanosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase
R02020  2'-Deoxyguanosine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase
R02021  adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming)
R02022  2'-Deoxyuridine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase
R02023  2'-Deoxyuridine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase
R02024  2'-Deoxycytidine diphosphate:oxidized-thioredoxin 2'-oxidoreductase
R02025  L-methionine:oxidized-thioredoxin S-oxidoreductase
R02026  O-acetyl-L-homoserine acetate-lyase (L-homocysteine forming)
R02027  Phosphatidylglycerol cholinephosphohydrolase
R02029  Phosphatidylglycerophosphate phosphohydrolase
R02030  CDP-diacylglycerol:phosphatidylglycerol 3-phosphatidyltransferase
R02032  6-Phospho-2-dehydro-D-gluconate:NAD+ 2-oxidoreductase
R02034  6-phospho-D-gluconate:NADP+ 2-oxidoreductase
R02035  6-Phospho-D-glucono-1,5-lactone lactonohydrolase
R02036  6-Phospho-D-gluconate hydro-lyase(2-dehydro-3-deoxy-6-phospho-D-gluconate-forming)
R02037  S-Adenosyl-L-methionine:ethanolamine-phosphate N-methyltransferase
R02038  CTP:ethanolamine-phosphate cytidylyltransferase
R02039  long-chain-aldehyde:NAD+ oxidoreductase
R02040  N-Long-chain-fatty-acyl-L-glutamate amidohydrolase
R02041  N-(Long-chain-acyl)ethanolamine amidohydrolase
R02042  Wax-ester acylhydrolase
R02047  3-Hydroxy-2-methylpropanoate:NAD+ oxidoreductase
R02050  (R)-3-Amino-2-methylpropanoate:pyruvate aminotransferase
R02051  Phosphatidylethanolamine phosphatidohydrolase
R02052  Phosphatidylethanolamine ethanolaminephosphohydrolase
R02053  Phosphatidylethanolamine 2-acylhydrolase
R02054  Phosphatidylethanolamine 1-acylhydrolase
R02055  Phsophatidyl-L-serine carboxy-lyase
R02056  S-Adenosyl-L-methionine:phosphatidylethanolamine N-methyltransferase
R02057  CDPethanolamine:1,2-diacylglycerol ethanolaminephosphotransferase
R02058  acetyl-CoA:D-glucosamine-6-phosphate N-acetyltransferase
R02059  N-Acetyl-D-glucosamine-6-phosphate amidohydrolase
R02060  D-Glucosamine 1-phosphate 1,6-phosphomutase; D-glucosamine 1,6-phosphomutase
R02061  trans,trans-Farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase
R02063  geranylgeranyl reductase
R02064  Geranylgeranyl-diphosphate diphosphate-lyase (cyclizing)
R02065  Geranylgeranyl-diphosphate:geranylgeranyl-diphosphate geranylgeranyltransferase
R02068  ent-Copalyl-diphosphate lyase
R02071  ATP:D-fructose-1-phosphate 6-phosphotransferase
R02073  diphosphate:beta-D-fructose-6-phosphate 1-phosphotransferase
R02075  3,4-Dihydroxy-L-phenylalanine:oxygen 4,5-oxidoreductase (recyclizing)
R02076  3,4-Dihydroxy-L-phenylalanine:oxygen 2,3-oxidoreductase (recyclizing)
R02077  3,4-Dihydroxy-L-phenylalanine:2-oxoglutarate aminotransferase
R02078  L-Tyrosine,L-dopa:oxygen oxidoreductase
R02080  3,4-Dihydroxy-L-phenylalanine carboxy-lyase
R02081  (R)-Mevalonate:NAD+ oxidoreductase (CoA-acetylating)
R02082  (R)-Mevalonate:NADP+ oxidoreductase (CoA acylating)
R02083  (S)-3-Hydroxy-3-methylglutaryl-CoA hydrolase
R02084  succinyl-CoA:3-hydroxy-3-methylglutarate CoA-transferase
R02085  (S)-3-Hydroxy-3-methylglutaryl-CoA hydro-lyase (trans-3-methylglutaconyl-CoA-forming)
R02087  N-Acetyl-D-glucosamine 6-phosphate 2-epimerase
R02088  2'-Deoxyadenosine 5'-monophosphate phosphohydrolase
R02089  ATP:deoxyadenosine 5'-phosphotransferase
R02090  ATP:dGMP phosphotransferase
R02091  dGTP:cytidine 5'-phosphotransferase
R02092  dTDP phosphohydrolase
R02093  ATP:dTDP phosphotransferase
R02094  ATP:dTMP phosphotransferase
R02095  dTTP nucleotidohydrolase
R02096  dTTP:cytidine 5'-phosphotransferase
R02097  dTTP:uridine 5'-phosphotransferase
R02098  ATP:dUMP phosphotransferase
R02099  ATP:deoxyuridine 5'-phosphotransferase
R02100  dUTP nucleotidohydrolase
R02101  5,10-Methylenetetrahydrofolate:dUMP C-methyltransferase
R02102  2'-Deoxyuridine 5'-monophosphate phosphohydrolase
R02103  xanthine:NAD+ oxidoreductase
R02106  Urate:oxygen oxidoreductase
R02107  Xanthine:oxygen oxidoreductase
R02108  1,4-alpha-D-Glucan glucanohydrolase
R02109  Dextrin 6-alpha-D-glucanohydrolase
R02110  1,4-alpha-D-Glucan:1,4-alpha-D-glucan 6-alpha-D-(1,4-alpha-D-glucano)-transferase
R02111  1,4-alpha-D-Glucan:orthophosphate alpha-D-glucosyltransferase
R02112  1,4-alpha-D-Glucan maltohydrolase
R02113  UDPglucose:sterol 3-O-beta-D-glucosyltransferase
R02114  Phosphatidylcholine:sterol O-acyltransferase
R02115  Steryl-ester acylhydrolase
R02116  Sterol <=> (S)-2,3-Epoxysqualene
R02118  UDPglucose:zeatin O-beta-D-glucosyltransferase
R02119  UDP-D-xylose:zeatin O-beta-D-xylosyltransferase
R02120  Sucrose:1,6-alpha-D-glucan 6-alpha-D-glucosyltransferase
R02121  1,4-alpha-D-Glucan:1,6-alpha-D-glucan 6-alpha-D-glucosyltransferase
R02122  3'-phosphoadenylyl-sulfate:[heparan sulfate]-glucosamine N-sulfotransferase
R02123  retinal:NAD+ oxidoreductase
R02124  Retinol:NAD+ oxidoreductase
R02125  Retinal:oxygen oxidoreductase
R02126  all-trans-Retinal 11-cis-trans-isomerase
R02127  Retinal <=> Metarhodopsin
R02128  Retinal <=> Iodopsin + hn
R02129  Retinal <=> all-trans-Dehydroretinal
R02130  Steroid,hydrogen-donor:oxygen oxidoreductase (21-hydroxylating)
R02131  Steroid,hydrogen-donor:oxygen oxidoreductase (17-alpha-hydroxylating)
R02132  Thiamin:oxygen 5-oxidoreductase
R02133  Thiamin hydrolase
R02134  ATP:thiamine phosphotransferase
R02135  thiamin monophosphate phosphohydrolase
R02136  ATP:xylitol 5-phosphotransferase
R02137  Cytidine ribohydrolase
R02138  Palmitoyl-CoA:dolichol O-palmitoyltransferase
R02139  Barbiturate amidohydrolase
R02141  Xanthine + H2O <=> 5-Ureido-4-imidazole carboxylate
R02142  XMP:pyrophosphate phosphoribosyltransferase
R02143  Xanthosine ribohydrolase
R02144  S-Adenosyl-L-methionine:carnosine N-methyltransferase
R02145  Guanosine aminohydrolase
R02147  guanosine:orthophosphate ribosyltransferase
R02148  Guanosine 3'-phosphate phosphohydrolase
R02150  1H-Imidazole-4-ethanamine:oxygen oxidoreductase (deaminating) (copper-containing)
R02152  1H-Imidazole-4-ethanamine + Acetyl-CoA <=> 4-(beta-Acetylaminoethyl)imidazole + CoA
R02155  S-Adenosyl-L-methionine:histamine N-tele-methyltransferase
R02156  quercetin:oxygen 2,3-oxidoreductase (decyclizing)
R02157  S-Adenosyl-L-methionine:3,5,7,3',4'-pentahydroxyfavone 3-O-methyltransferase
R02158  UDPglucose:flavonol 3-O-D-glucosyltransferase
R02159  3'-Phosphoadenylylsulfate:quercetin 3-sulfotransferase
R02160  dihydroflavonol,2-oxoglutarate:oxygen oxidoreductase
R02161  Ubiquinol:ferricytochrome-c oxidoreductase
R02163  NADH:ubiquinone oxidoreductase
R02164  Succinate:ubiquinone oxidoreductase
R02165  Nitrite:(acceptor) oxidoreductase
R02166  NADH:ubiquinone oxidoreductase
R02167  D-Mannitol-1-phosphate phosphohydrolase
R02168  GDPglucose:D-glucose-6-phosphate 1-alpha-D-glucosyltransferase
R02170  Penicillin amidohydrolase
R02171  Pyrimidine-5'-nucleotide phosphoribo(deoxyribo)hydrolase
R02172  pyrimidine-nucleoside ribohydrolase
R02173  Tryptamine:oxygen oxidoreductase(deaminating)
R02174  S-Adenosyl-L-methionine:amine N-methyltransferase
R02175  S-adenosyl-L-methionine:2-hexaprenyl-3-methyl-5-hydroxy-6-methoxy- 1,4-benzoquinone 3-O-methyltransferase
R02177  (-)-menthol:NADP+ oxidoreductase
R02178  (-)-menthol,NADPH:oxygen oxidoreductase (8-hydroxylating)
R02179  UDPglucose:(-)-menthol O-beta-D-glucosyltransferase
R02180  3'-Phosphoadenylylsulfate:chondroitin 4'-sulfotransferase
R02181  3'-Phosphoadenylylsulfate:chondroitin 6'-sulfotransferase
R02182  N-Acyl-D-aspartate amidohydrolase
R02183  UDP-N-acetyl-D-galactosamine:polypeptide N-acetylgalactosaminyl transferase
R02184  ATP:polyphosphate phosphotransferase
R02185  Polyphosphate:D-glucose 6-phosphotransferase
R02186  Dolichyl-diphosphate:polyphosphate phosphotransferase
R02187  Polyphosphate:D-glucose 6-phosphotransferase
R02188  3-Phospho-D-glyceroyl-phosphate:polyphosphate phosphotransferase
R02189  Polyphosphate:D-glucose 6-phosphotransferase
R02190  N -Carbamoyl-D-amino acid amidohydrolase
R02191  Acetyl-CoA:D-amino-acid N-acetyltransferase
R02192  N-Acyl-D-amino acid amidohydrolase
R02193  Coniferyl aldehyde:NADP+ oxidoreductase (CoA-feruloylating)
R02194  Ferulate:CoA ligase (AMP-forming)
R02195  Feruloyl-CoA:quinate O-(hydroxycinnamoyl)transferase
R02196  L-Isoleucine:NAD+ oxidoreductase(deaminating)
R02197  L-Isoleucine:oxygen oxidoreductase (deaminating)
R02199  L-Isoleucine:2-oxoglutarate aminotransferase
R02200  Valine:(S)-3-methyl-2-oxopentanoate aminotransferase
R02201  L-Pipecolate:NAD+ 2-oxidoreductase
R02203  L-Pipecolate:NADP+ 2-oxidoreductase
R02204  L-Pipecolate:oxygen 1,6-oxidoreductase
R02205  L-Pipecolate:(acceptor) 1,6-oxidoreductase
R02206  L-Pipecolate:(acceptor) 1,6-oxidoreductase
R02207  20alpha-Hydroxy-4-pregnen-3-one:NAD+ 20-oxidoreductase
R02208  5alpha-pregnane-3,20-dione:NADP+ 5-oxidoreductase
R02209  20alpha-Hydroxy-4-pregnen-3-one:NADP+ 20-oxidoreductase
R02210  Ketosteroid,NADPH:oxygen oxidoreductase (20-hydroxylating, ester-producing/20-hydroxylating, side-chain cleaving/17-hydroxylating, lactonizing)
R02211  Progesterone,hydrogen-donor:oxygen oxidoreductase (17-alpha-hydroxylating)
R02212  Progesterone,hydrogen-donor:oxygen oxidoreductase (hydroxylating)
R02213  Progesterone,hydrogen-donor:oxygen oxidoreductase (21-hydroxylating)
R02214  Progesterone,hydrogen-donor:oxygen oxidoreductase (11alpha-hydroxylating)
R02215  5beta-Pregnane-3,20-dione:(acceptor) delta4-oxidoreductase
R02216  Pregnenolone:NAD+ 3-oxidoreductase
R02217  Pregnenolone:NADP+ 3-oxidoreductase
R02218  Progesterone,reduced ferredoxin:oxygen oxidoreductase (11-hydroxylating)
R02219  3-Oxo-5beta-steroid:NADP+ delta4-oxidoreductase; 3-Oxo-5beta-steroid: (acceptor) delta4-oxidoreductase
R02220  sinapoyl aldehyde:NADP+ oxidoreductase (CoA-sinapoylating)
R02221  Sinapate:CoA ligase (AMP-forming)
R02222  steroyl-CoA,hydrogen-donor:oxygen oxidoreductase
R02223  Stearoyl-CoA:malonyl-CoA C-acyltransferase (decarboxylating, oxoacyl- and enoyl-reducing)
R02224  Stearoyl-CoA:malonyl-CoA C-acyltransferase (decarboxylating, oxoacyl- and enoyl-reducing)
R02225  ATP:streptomycin 6-phosphotransferase
R02226  ATP:streptomycin 3''-adenylyltransferase
R02227  ATP:streptomycin 3''-phosphotransferase
R02228  Streptomycin-6-phosphate phosphohydrolase
R02229  cyclohexanol:NAD+ oxidoreductase
R02231  Cyclohexanone,NADPH:oxygen oxidoreductase (6-hydroxylating 1,2-lactonizing)
R02232  (1-Hydroxycyclohexan-1-yl)acetyl-CoA cyclohexanone-lyase
R02233  Cyclohexylamine:oxygen oxidoreductase (deaminating)
R02234  Cyclohexanone:(acceptor) 2-oxidoreductase
R02235  Dihydrofolate:NAD+ oxidoreductase
R02236  Dihydrofolate:NADP+ oxidoreductase
R02237  7,8-dihydropteroate:L-glutamate ligase (ADP-forming)
R02238  Formate:dihydrofolate ligase (ADP-forming)
R02239  1,2-Diacyl-sn-glycerol 3-phosphate phosphohydrolase
R02240  ATP:1,2-diacylglycerol 3-phosphotransferase
R02241  acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase
R02242  Acyl-CoA:2-acyl-sn-glycerol-3-phosphate O-acyltransferase
R02243  cis-Aconitate carboxy-lyase
R02244  trans-Aconitate delta2-delta3-isomerase
R02245  ATP:(R)-mevalonate 5-phosphotransferase
R02246  (R)-Mevalonate:NAD+ oxidoreductase
R02247  (R)-Mevalonate:NADP+ oxidoreductase
R02248  Polynucleotide 3'-phosphohydrolase
R02249  5'-Phosphopolynucleotide 5'-phosphohydrolase
R02250  Triacylglycerol acylhydrolase
R02251  acyl-CoA:1,2-diacyl-sn-glycerol O-acyltransferase
R02252  Phenylpropanoate:NAD+ delta2-oxidoreductase
R02253  trans-cinnamate,NADPH:oxygen oxidoreductase (4-hydroxylating)
R02254  trans-Cinnamate,NADPH:oxygen oxidoreductase (2-hydroxylating)
R02255  trans-Cinnamate:CoA ligase (AMP-forming)
R02256  UDPglucose:trans-cinnamate beta-D-glucosyltransferase
R02257  Propane-1,2-diol:NAD+ oxidoreductase
R02258  (S)-Propane-1,2-diol:NAD+ oxidoreductase
R02259  Propane-1,2-diol:NADP+ oxidoreductase
R02260  (S)-Lactaldehyde:NADP+ oxidoreductase
R02261  2-Dehydro-3-deoxy-L-rhamnonate <=> (S)-Lactaldehyde + Pyruvate
R02262  L-Fuculose-1-phosphate lactaldehyde-lyase
R02263  L-Rhamnulose-1-phosphate lactaldehyde-lyase
R02264  Prostaglandin H2 + Reduced acceptor <=> Prostaglandin F2alpha + Acceptor
R02265  (5Z,13E)-(15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13- dienoate E-isomerase
R02266  (5Z,13E)-(15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13- dienoate D-isomerase
R02267  (5Z,13E)-(15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13- dienoate 6-isomerase
R02268  (5Z,13E)-(15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13- thromboxane-A2-isomerase
R02269  5,6-Dihydrouracil amidohydrolase
R02271  5-Aminolevulinate:pyruvate aminotransferase
R02272  (S)-4-Amino-5-oxopentanoate 4,5-aminomutase
R02273  5-Aminopentanamide amidohydrolase
R02274  5-Aminopentanoate:2-oxoglutarate aminotransferase
R02276  5-Acetamidopentanoate amidohydrolase
R02277  Secondary-alcohol:oxygen oxidoreductase
R02278  2-Dehydro-3-deoxy-L-arabinonate hydro-lyase
R02279  5-Dehydro-4-deoxy-D-glucarate hydro-lyase (decarboxylating)
R02280  1-Pyrroline-4-hydroxy-2-carboxylate aminohydrolase (decyclizing)
R02281  Alkane,reduced-rubredoxin:oxygen 1-oxidoreductase
R02282  N2-Acetyl-L-ornithine:L-glutamate N-acetyltransferase
R02283  N2-Acetyl-L-ornithine:2-oxoglutarate aminotransferase
R02284  L-5-Carboxymethylhydantoin amidohydrolase
R02285  N-Formimino-L-glutamate formiminohydrolase
R02286  N-Formimino-L-glutamate iminohydrolase
R02287  5-Formiminotetrahydrofolate:L-glutamate N-formiminotransferase
R02288  4-imidazolone-5-propanoate amidohydrolase
R02289  5-Methyltetrahydrofolate:Corrinoid Co-methyltransferase
R02291  L-Aspartate-4-semialdehyde:NADP+ oxidoreductase (phosphorylating)
R02292  L-Aspartate-4-semialdehyde hydro-lyase (adding pyruvate and cyclizing)
R02293  L-2,4-Diaminobutanoate:pyruvate aminotransferase
R02294  N-Ribosylnicotinamide:orthophosphate ribosyltransferase
R02295  Nicotinate D-ribonucleoside:orthophosphate ribosyltransferase
R02296  Cytidine:orthophosphate alpha-D-ribosyltransferase
R02297  Xanthosine:orthophosphate ribosyltransferase
R02298  Pyrimidine-nucleoside:orthophosphate alpha-D-ribosyltransferase
R02300  S-Aminomethyldihydrolipoylprotein:(6S)-tetrahydrofolate aminomethyltransferase (ammonia-forming)
R02301  5-Formyltetrahydrofolate cyclo-ligase (ADP-forming)
R02302  5-Formiminotetrahydrofolate ammonia-lyase (cyclizing)
R02303  ATP:farnesyl-diphosphate phosphotransferase
R02305  2-trans,6-trans-farnesyldiphosphate diphosphate-lyase (cyclizing, pentalenene-forming)
R02306  trans,trans-Farnesyl-diphosphate sesquiterpenoid-lyase
R02307  trans,trans-Farnesyl-diphosphate farnesyltransferase (bicyclizing)
R02309  trans,trans-Farnesyl diphosphate <=> Abscisate + Diphosphate
R02310  trans,trans-Farnesyl-diphosphate sesquiterpenoid-lyase
R02311  2-trans,6-trans-Farnesyl-diphosphate diphosphate-lyase (cyclizing, (+)-delta-cadinene-forming)
